subject-id,DSC,ASD,HD95,NSD,model,anatomy
sub-verse058_vert-20-seg-vert_msk,0.89,0.53,1.73,0.92,TwoDPermuteConcat,vertebra
s0065_rib_msk,0.41,1.28,9.9,0.35,TLPredictor,rib
s0074_femur_left_msk,0.93,1.08,3.0,0.79,UNETR,femur
s1069_hip_msk,0.89,0.62,2.24,0.6,SwinUNETR,hip
s1069_hip_msk,0.86,0.78,3.0,0.49,UNet,hip
s0065_rib_msk,0.43,1.3,5.74,0.4,UNETR,rib
s0074_femur_left_msk,0.95,0.71,2.0,0.93,MultiScale2DPermuteConcat,femur
sub-verse058_vert-20-seg-vert_msk,0.89,0.51,1.41,0.93,AttentionUnet,vertebra
s0065_rib_msk,0.55,0.94,3.0,0.52,TwoDPermuteConcat,rib
s1069_hip_msk,0.83,0.88,3.46,0.46,UNETR,hip
s0074_femur_left_msk,0.93,0.99,3.0,0.82,AttentionUnet,femur
sub-verse058_vert-20-seg-vert_msk,0.86,0.72,2.0,0.88,TLPredictor,vertebra
s0074_femur_left_msk,0.93,0.98,3.0,0.82,TwoDPermuteConcat,femur
s1069_hip_msk,0.84,0.89,3.16,0.44,OneDConcat,hip
sub-verse058_vert-20-seg-vert_msk,0.86,0.64,2.24,0.86,OneDConcat,vertebra
s0065_rib_msk,0.56,0.9,3.32,0.53,UNet,rib
sub-verse058_vert-21-seg-vert_msk,0.87,0.63,2.0,0.89,TLPredictor,vertebra
s0641_rib_msk,0.49,1.01,5.1,0.47,SwinUNETR,rib
s0370_hip_msk,0.84,0.9,3.0,0.43,UNETR,hip
s0074_femur_right_msk,0.94,0.97,2.83,0.88,AttentionUnet,femur
s0370_hip_msk,0.89,0.64,2.24,0.59,AttentionUnet,hip
s0641_rib_msk,0.31,1.7,14.63,0.31,OneDConcat,rib
sub-verse058_vert-21-seg-vert_msk,0.9,0.45,1.41,0.93,UNETR,vertebra
s0074_femur_right_msk,0.94,1.62,3.0,0.89,SwinUNETR,femur
sub-verse058_vert-21-seg-vert_msk,0.89,0.5,1.41,0.94,SwinUNETR,vertebra
s0074_femur_right_msk,0.92,1.16,3.32,0.77,TLPredictor,femur
s0370_hip_msk,0.86,0.86,3.0,0.46,OneDConcat,hip
s0641_rib_msk,0.31,1.75,7.48,0.34,TLPredictor,rib
s0641_rib_msk,0.48,0.79,3.74,0.49,AttentionUnet,rib
s0370_hip_msk,0.89,0.65,2.24,0.59,SwinUNETR,hip
sub-verse058_vert-21-seg-vert_msk,0.9,0.45,1.73,0.92,MultiScale2DPermuteConcat,vertebra
s0074_femur_right_msk,0.95,0.7,2.0,0.93,MultiScale2DPermuteConcat,femur
s0641_rib_msk,0.46,1.03,3.0,0.49,TwoDPermuteConcat,rib
s0074_femur_right_msk,0.95,0.69,2.24,0.91,UNet,femur
sub-verse058_vert-21-seg-vert_msk,0.87,0.63,2.0,0.89,OneDConcat,vertebra
s0370_hip_msk,0.9,0.62,2.45,0.59,MultiScale2DPermuteConcat,hip
sub-verse058_vert-21-seg-vert_msk,0.88,0.56,1.73,0.91,UNet,vertebra
s0641_rib_msk,0.44,1.1,3.61,0.47,UNet,rib
s0074_femur_right_msk,0.92,3.4,28.32,0.82,UNETR,femur
s0370_hip_msk,0.88,0.68,2.24,0.55,TwoDPermuteConcat,hip
s0370_hip_msk,0.89,0.7,3.16,0.55,UNet,hip
sub-verse058_vert-21-seg-vert_msk,0.9,0.46,1.41,0.94,TwoDPermuteConcat,vertebra
s0641_rib_msk,0.39,1.3,6.63,0.39,UNETR,rib
s0074_femur_right_msk,0.93,3.91,40.3,0.87,TwoDPermuteConcat,femur
s0370_hip_msk,0.87,0.81,3.0,0.49,TLPredictor,hip
sub-verse058_vert-21-seg-vert_msk,0.9,0.44,1.41,0.95,AttentionUnet,vertebra
s0641_rib_msk,0.47,1.07,5.1,0.48,MultiScale2DPermuteConcat,rib
s0074_femur_right_msk,0.89,4.54,33.54,0.73,OneDConcat,femur
sub-verse058_vert-22-seg-vert_msk,0.9,0.46,1.73,0.92,AttentionUnet,vertebra
s1247_femur_left_msk,0.95,0.74,2.24,0.9,MultiScale2DPermuteConcat,femur
s0499_rib_msk,0.56,0.86,3.32,0.54,UNETR,rib
s0668_hip_msk,0.85,0.73,2.45,0.52,AttentionUnet,hip
s0499_rib_msk,0.39,1.41,15.0,0.4,OneDConcat,rib
s1247_femur_left_msk,0.95,0.69,2.0,0.93,TwoDPermuteConcat,femur
s0668_hip_msk,0.84,0.8,3.0,0.5,MultiScale2DPermuteConcat,hip
sub-verse058_vert-22-seg-vert_msk,0.84,0.72,2.24,0.83,OneDConcat,vertebra
s1247_femur_left_msk,0.92,1.12,3.0,0.77,OneDConcat,femur
s0668_hip_msk,0.8,1.14,3.61,0.4,UNETR,hip
sub-verse058_vert-22-seg-vert_msk,0.87,0.59,2.0,0.88,UNet,vertebra
s0499_rib_msk,0.49,1.14,3.16,0.48,TLPredictor,rib
sub-verse058_vert-22-seg-vert_msk,0.88,0.54,1.73,0.91,SwinUNETR,vertebra
s0499_rib_msk,0.59,0.8,6.0,0.57,MultiScale2DPermuteConcat,rib
s0668_hip_msk,0.86,0.7,2.24,0.52,TwoDPermuteConcat,hip
s1247_femur_left_msk,0.94,0.77,2.24,0.9,UNETR,femur
s0668_hip_msk,0.85,0.73,3.16,0.53,UNet,hip
s0499_rib_msk,0.62,0.78,2.24,0.62,UNet,rib
sub-verse058_vert-22-seg-vert_msk,0.88,0.56,2.0,0.88,TwoDPermuteConcat,vertebra
s1247_femur_left_msk,0.93,0.94,2.83,0.83,TLPredictor,femur
s0668_hip_msk,0.77,1.09,3.46,0.36,OneDConcat,hip
sub-verse058_vert-22-seg-vert_msk,0.87,0.63,1.73,0.91,UNETR,vertebra
s0499_rib_msk,0.61,0.65,2.45,0.62,AttentionUnet,rib
s1247_femur_left_msk,0.94,0.76,2.24,0.89,SwinUNETR,femur
s1247_femur_left_msk,0.95,0.7,2.24,0.94,AttentionUnet,femur
s0668_hip_msk,0.85,0.79,2.45,0.53,SwinUNETR,hip
sub-verse058_vert-22-seg-vert_msk,0.88,0.54,2.24,0.89,MultiScale2DPermuteConcat,vertebra
s0499_rib_msk,0.65,0.57,3.74,0.62,SwinUNETR,rib
s1247_femur_left_msk,0.95,0.67,2.24,0.93,UNet,femur
s0668_hip_msk,0.79,1.04,4.12,0.4,TLPredictor,hip
sub-verse058_vert-22-seg-vert_msk,0.86,0.66,2.83,0.83,TLPredictor,vertebra
s0499_rib_msk,0.59,0.81,3.0,0.57,TwoDPermuteConcat,rib
s1247_femur_right_msk,0.92,0.98,3.16,0.79,TLPredictor,femur
s0425_rib_msk,0.43,1.33,4.9,0.39,TLPredictor,rib
s0468_hip_msk,0.86,0.87,2.83,0.48,SwinUNETR,hip
sub-verse058_vert-23-seg-vert_msk,0.88,0.58,1.41,0.92,SwinUNETR,vertebra
s1247_femur_right_msk,0.9,1.27,4.24,0.69,OneDConcat,femur
s0425_rib_msk,0.57,0.94,2.45,0.53,TwoDPermuteConcat,rib
s0468_hip_msk,0.79,1.14,4.58,0.35,TLPredictor,hip
sub-verse058_vert-23-seg-vert_msk,0.87,0.7,2.0,0.88,TwoDPermuteConcat,vertebra
sub-verse058_vert-23-seg-vert_msk,0.87,0.65,1.73,0.91,UNETR,vertebra
s0425_rib_msk,0.53,1.01,5.74,0.48,MultiScale2DPermuteConcat,rib
s0468_hip_msk,0.82,0.98,4.0,0.4,MultiScale2DPermuteConcat,hip
s1247_femur_right_msk,0.95,0.69,2.24,0.91,UNet,femur
sub-verse058_vert-23-seg-vert_msk,0.88,0.61,1.73,0.91,UNet,vertebra
s0468_hip_msk,0.81,1.04,3.74,0.38,UNETR,hip
s1247_femur_right_msk,0.94,0.75,2.24,0.9,AttentionUnet,femur
s0425_rib_msk,0.65,0.65,2.24,0.61,AttentionUnet,rib
s0468_hip_msk,0.81,1.07,4.0,0.36,OneDConcat,hip
s0425_rib_msk,0.58,0.91,2.83,0.52,UNet,rib
sub-verse058_vert-23-seg-vert_msk,0.86,0.72,2.0,0.87,OneDConcat,vertebra
s1247_femur_right_msk,0.94,0.77,3.0,0.87,SwinUNETR,femur
s1247_femur_right_msk,0.94,0.72,2.24,0.9,TwoDPermuteConcat,femur
s0468_hip_msk,0.84,0.89,3.0,0.44,AttentionUnet,hip
sub-verse058_vert-23-seg-vert_msk,0.88,0.59,2.0,0.91,MultiScale2DPermuteConcat,vertebra
s0425_rib_msk,0.37,1.57,12.37,0.35,OneDConcat,rib
sub-verse058_vert-23-seg-vert_msk,0.88,0.66,1.81,0.92,AttentionUnet,vertebra
s1247_femur_right_msk,0.92,0.97,3.16,0.79,UNETR,femur
s0468_hip_msk,0.84,0.92,3.0,0.41,TwoDPermuteConcat,hip
s0425_rib_msk,0.49,1.2,4.58,0.44,UNETR,rib
s0468_hip_msk,0.84,0.95,3.32,0.41,UNet,hip
sub-verse058_vert-23-seg-vert_msk,0.86,0.72,2.24,0.86,TLPredictor,vertebra
s1247_femur_right_msk,0.94,0.79,2.24,0.88,MultiScale2DPermuteConcat,femur
s0425_rib_msk,0.62,0.74,3.16,0.54,SwinUNETR,rib
s0737_rib_msk,0.54,0.8,5.0,0.55,SwinUNETR,rib
sub-verse058_vert-24-seg-vert_msk,0.87,0.69,2.0,0.89,SwinUNETR,vertebra
s0648_femur_left_msk,0.96,0.61,2.0,0.95,SwinUNETR,femur
s0250_hip_msk,0.76,1.28,4.12,0.31,OneDConcat,hip
s0250_hip_msk,0.85,0.9,2.83,0.48,SwinUNETR,hip
sub-verse058_vert-24-seg-vert_msk,0.85,0.76,2.24,0.84,TwoDPermuteConcat,vertebra
s0648_femur_left_msk,0.95,0.73,2.0,0.93,TwoDPermuteConcat,femur
s0737_rib_msk,0.49,0.89,3.32,0.55,AttentionUnet,rib
s0648_femur_left_msk,0.93,1.0,2.83,0.86,TLPredictor,femur
s0737_rib_msk,0.39,1.32,5.83,0.46,UNETR,rib
s0250_hip_msk,0.85,0.81,2.45,0.5,AttentionUnet,hip
sub-verse058_vert-24-seg-vert_msk,0.85,0.73,2.45,0.81,OneDConcat,vertebra
s0250_hip_msk,0.81,1.08,3.61,0.41,UNETR,hip
s0648_femur_left_msk,0.95,0.85,2.24,0.89,MultiScale2DPermuteConcat,femur
s0737_rib_msk,0.22,2.08,5.83,0.32,TLPredictor,rib
sub-verse058_vert-24-seg-vert_msk,0.84,0.8,2.45,0.8,MultiScale2DPermuteConcat,vertebra
s0648_femur_left_msk,0.96,0.63,1.73,0.96,UNet,femur
s0250_hip_msk,0.84,0.88,3.16,0.45,MultiScale2DPermuteConcat,hip
sub-verse058_vert-24-seg-vert_msk,0.86,0.69,2.24,0.85,UNet,vertebra
s0737_rib_msk,0.45,1.19,5.17,0.51,MultiScale2DPermuteConcat,rib
sub-verse058_vert-24-seg-vert_msk,0.86,0.7,2.24,0.84,AttentionUnet,vertebra
s0737_rib_msk,0.42,1.26,3.32,0.5,UNet,rib
s0648_femur_left_msk,0.93,1.13,2.83,0.79,OneDConcat,femur
s0250_hip_msk,0.84,0.85,3.0,0.46,TwoDPermuteConcat,hip
s0737_rib_msk,0.45,1.15,3.0,0.55,TwoDPermuteConcat,rib
sub-verse058_vert-24-seg-vert_msk,0.84,0.82,2.45,0.79,TLPredictor,vertebra
s0250_hip_msk,0.81,0.99,4.12,0.38,TLPredictor,hip
s0648_femur_left_msk,0.95,0.71,2.0,0.94,AttentionUnet,femur
s0250_hip_msk,0.83,1.01,3.74,0.42,UNet,hip
s0737_rib_msk,0.24,1.75,16.19,0.3,OneDConcat,rib
s0648_femur_left_msk,0.94,0.92,2.83,0.86,UNETR,femur
sub-verse058_vert-24-seg-vert_msk,0.84,0.79,2.24,0.82,UNETR,vertebra
sub-verse152_vert-19-seg-vert_msk,0.87,0.73,1.73,0.93,TLPredictor,vertebra
s0648_femur_right_msk,0.93,1.05,3.0,0.83,TLPredictor,femur
s0918_rib_msk,0.47,1.21,5.2,0.41,MultiScale2DPermuteConcat,rib
s0726_hip_msk,0.84,0.92,2.45,0.48,SwinUNETR,hip
sub-verse152_vert-19-seg-vert_msk,0.9,0.54,1.0,0.98,UNet,vertebra
s0648_femur_right_msk,0.94,0.9,2.24,0.86,MultiScale2DPermuteConcat,femur
s0918_rib_msk,0.48,1.14,5.39,0.4,UNETR,rib
s0726_hip_msk,0.8,1.1,3.16,0.37,UNet,hip
s0918_rib_msk,0.41,1.35,4.12,0.37,TLPredictor,rib
sub-verse152_vert-19-seg-vert_msk,0.9,0.54,1.41,0.97,TwoDPermuteConcat,vertebra
s0726_hip_msk,0.82,0.94,3.0,0.42,UNETR,hip
s0648_femur_right_msk,0.95,0.8,2.24,0.93,UNet,femur
s0648_femur_right_msk,0.94,0.9,2.83,0.85,SwinUNETR,femur
s0726_hip_msk,0.82,0.94,2.83,0.46,AttentionUnet,hip
sub-verse152_vert-19-seg-vert_msk,0.9,0.54,1.41,0.97,UNETR,vertebra
s0918_rib_msk,0.34,1.68,12.73,0.32,OneDConcat,rib
s0726_hip_msk,0.84,0.89,2.45,0.46,TwoDPermuteConcat,hip
sub-verse152_vert-19-seg-vert_msk,0.91,0.48,1.41,0.97,AttentionUnet,vertebra
s0648_femur_right_msk,0.94,0.96,2.83,0.88,AttentionUnet,femur
s0918_rib_msk,0.56,0.8,6.08,0.46,SwinUNETR,rib
s0918_rib_msk,0.62,0.67,2.45,0.55,AttentionUnet,rib
sub-verse152_vert-19-seg-vert_msk,0.91,0.5,1.41,0.97,SwinUNETR,vertebra
s0648_femur_right_msk,0.94,0.84,2.24,0.91,TwoDPermuteConcat,femur
s0726_hip_msk,0.77,1.25,4.12,0.32,TLPredictor,hip
s0648_femur_right_msk,0.9,1.49,3.74,0.65,OneDConcat,femur
s0918_rib_msk,0.58,0.91,3.16,0.51,UNet,rib
sub-verse152_vert-19-seg-vert_msk,0.88,0.62,1.73,0.93,MultiScale2DPermuteConcat,vertebra
s0726_hip_msk,0.86,0.82,2.45,0.52,MultiScale2DPermuteConcat,hip
s0726_hip_msk,0.79,1.21,3.16,0.34,OneDConcat,hip
s0648_femur_right_msk,0.94,0.87,2.45,0.88,UNETR,femur
sub-verse152_vert-19-seg-vert_msk,0.89,0.59,1.41,0.94,OneDConcat,vertebra
s0918_rib_msk,0.56,0.92,3.32,0.48,TwoDPermuteConcat,rib
s1069_femur_left_msk,0.95,0.82,2.24,0.88,MultiScale2DPermuteConcat,femur
s0743_rib_msk,0.56,0.94,8.49,0.52,MultiScale2DPermuteConcat,rib
sub-verse152_vert-20-seg-vert_msk,0.86,0.68,1.73,0.9,UNet,vertebra
s1347_hip_msk,0.9,0.59,2.0,0.65,SwinUNETR,hip
s1069_femur_left_msk,0.94,0.83,2.24,0.89,UNet,femur
sub-verse152_vert-20-seg-vert_msk,0.86,0.68,1.73,0.91,TwoDPermuteConcat,vertebra
s0743_rib_msk,0.56,0.92,2.83,0.55,AttentionUnet,rib
s1347_hip_msk,0.82,0.93,3.46,0.42,OneDConcat,hip
sub-verse152_vert-20-seg-vert_msk,0.83,0.87,2.24,0.83,TLPredictor,vertebra
s1347_hip_msk,0.88,0.68,2.24,0.56,TwoDPermuteConcat,hip
s0743_rib_msk,0.31,2.07,8.54,0.32,UNETR,rib
s1069_femur_left_msk,0.94,0.86,2.45,0.87,AttentionUnet,femur
sub-verse152_vert-20-seg-vert_msk,0.86,0.66,1.73,0.92,MultiScale2DPermuteConcat,vertebra
s1347_hip_msk,0.87,0.77,2.83,0.51,UNet,hip
s0743_rib_msk,0.21,2.2,23.28,0.24,OneDConcat,rib
s1069_femur_left_msk,0.95,0.82,2.24,0.9,TwoDPermuteConcat,femur
s1347_hip_msk,0.88,0.69,2.83,0.56,MultiScale2DPermuteConcat,hip
s0743_rib_msk,0.56,0.97,3.16,0.53,TwoDPermuteConcat,rib
sub-verse152_vert-20-seg-vert_msk,0.88,0.58,1.41,0.95,SwinUNETR,vertebra
s1069_femur_left_msk,0.94,0.86,2.83,0.87,UNETR,femur
s0743_rib_msk,0.55,0.96,4.24,0.52,SwinUNETR,rib
s1347_hip_msk,0.87,0.73,2.45,0.54,UNETR,hip
sub-verse152_vert-20-seg-vert_msk,0.86,0.64,1.73,0.91,UNETR,vertebra
s1069_femur_left_msk,0.92,1.25,3.46,0.78,OneDConcat,femur
s1069_femur_left_msk,0.94,0.97,3.0,0.86,TLPredictor,femur
s1347_hip_msk,0.89,0.67,2.24,0.59,AttentionUnet,hip
sub-verse152_vert-20-seg-vert_msk,0.83,0.76,2.83,0.84,OneDConcat,vertebra
s0743_rib_msk,0.51,1.12,3.0,0.52,UNet,rib
s1347_hip_msk,0.84,0.93,3.32,0.44,TLPredictor,hip
sub-verse152_vert-20-seg-vert_msk,0.88,0.55,1.73,0.93,AttentionUnet,vertebra
s0743_rib_msk,0.3,1.77,7.28,0.31,TLPredictor,rib
s1069_femur_left_msk,0.95,0.73,2.24,0.92,SwinUNETR,femur
s1044_hip_msk,0.89,0.64,3.0,0.57,UNETR,hip
sub-verse152_vert-21-seg-vert_msk,0.89,0.54,1.73,0.92,UNETR,vertebra
s0919_rib_msk,0.49,0.93,4.58,0.51,AttentionUnet,rib
s1069_femur_right_msk,0.93,1.12,3.0,0.81,TLPredictor,femur
s1044_hip_msk,0.88,0.7,2.45,0.55,MultiScale2DPermuteConcat,hip
s0919_rib_msk,0.53,0.83,5.92,0.53,SwinUNETR,rib
sub-verse152_vert-21-seg-vert_msk,0.91,0.5,1.41,0.96,MultiScale2DPermuteConcat,vertebra
s1069_femur_right_msk,0.93,1.11,3.46,0.8,OneDConcat,femur
sub-verse152_vert-21-seg-vert_msk,0.86,0.79,2.0,0.9,TLPredictor,vertebra
s1069_femur_right_msk,0.95,0.79,2.24,0.9,TwoDPermuteConcat,femur
s1044_hip_msk,0.9,0.57,2.24,0.64,AttentionUnet,hip
s0919_rib_msk,0.24,1.77,21.28,0.28,OneDConcat,rib
s0919_rib_msk,0.49,1.06,9.11,0.5,MultiScale2DPermuteConcat,rib
sub-verse152_vert-21-seg-vert_msk,0.92,0.45,1.0,0.97,SwinUNETR,vertebra
s1044_hip_msk,0.85,0.86,3.46,0.46,OneDConcat,hip
s1069_femur_right_msk,0.95,0.77,2.24,0.89,MultiScale2DPermuteConcat,femur
s1044_hip_msk,0.9,0.62,2.24,0.61,SwinUNETR,hip
s0919_rib_msk,0.27,1.74,9.44,0.31,TLPredictor,rib
sub-verse152_vert-21-seg-vert_msk,0.9,0.54,1.73,0.95,AttentionUnet,vertebra
s1069_femur_right_msk,0.95,0.68,2.24,0.92,SwinUNETR,femur
s0919_rib_msk,0.38,1.37,13.42,0.37,UNETR,rib
sub-verse152_vert-21-seg-vert_msk,0.9,0.55,1.41,0.95,TwoDPermuteConcat,vertebra
s1069_femur_right_msk,0.95,0.73,2.24,0.92,UNet,femur
s1044_hip_msk,0.89,0.64,2.45,0.57,TwoDPermuteConcat,hip
s1069_femur_right_msk,0.93,0.99,3.0,0.84,UNETR,femur
s1044_hip_msk,0.88,0.69,3.0,0.54,TLPredictor,hip
sub-verse152_vert-21-seg-vert_msk,0.87,0.69,1.73,0.91,OneDConcat,vertebra
s0919_rib_msk,0.45,1.21,4.12,0.47,UNet,rib
s1069_femur_right_msk,0.95,0.8,2.24,0.9,AttentionUnet,femur
sub-verse152_vert-21-seg-vert_msk,0.9,0.56,1.41,0.96,UNet,vertebra
s0919_rib_msk,0.41,1.32,4.47,0.47,TwoDPermuteConcat,rib
s1044_hip_msk,0.9,0.59,2.83,0.61,UNet,hip
s1016_hip_msk,0.84,0.93,3.61,0.39,UNETR,hip
s0210_femur_left_msk,0.94,0.79,2.45,0.88,UNet,femur
s0095_rib_msk,0.39,1.98,12.76,0.34,MultiScale2DPermuteConcat,rib
sub-verse152_vert-22-seg-vert_msk,0.89,0.6,1.73,0.93,AttentionUnet,vertebra
s0210_femur_left_msk,0.88,1.69,5.39,0.55,OneDConcat,femur
sub-verse152_vert-22-seg-vert_msk,0.88,0.63,2.0,0.9,TwoDPermuteConcat,vertebra
s1016_hip_msk,0.8,1.12,4.12,0.33,OneDConcat,hip
s0095_rib_msk,0.36,2.23,7.28,0.36,UNet,rib
s1016_hip_msk,0.85,0.86,3.0,0.44,AttentionUnet,hip
s0210_femur_left_msk,0.92,1.08,3.32,0.77,UNETR,femur
s0095_rib_msk,0.3,2.14,9.0,0.28,UNETR,rib
sub-verse152_vert-22-seg-vert_msk,0.89,0.63,1.41,0.93,UNet,vertebra
sub-verse152_vert-22-seg-vert_msk,0.85,0.77,2.0,0.86,OneDConcat,vertebra
s0095_rib_msk,0.34,2.13,5.92,0.33,AttentionUnet,rib
s1016_hip_msk,0.83,0.95,3.74,0.39,MultiScale2DPermuteConcat,hip
s0210_femur_left_msk,0.94,0.85,2.45,0.86,TwoDPermuteConcat,femur
s1016_hip_msk,0.85,0.84,3.0,0.44,TwoDPermuteConcat,hip
sub-verse152_vert-22-seg-vert_msk,0.89,0.59,1.73,0.92,SwinUNETR,vertebra
s0095_rib_msk,0.42,1.56,7.62,0.35,SwinUNETR,rib
s0210_femur_left_msk,0.94,0.82,2.83,0.85,SwinUNETR,femur
s0095_rib_msk,0.18,2.46,11.36,0.19,TLPredictor,rib
sub-verse152_vert-22-seg-vert_msk,0.9,0.5,1.41,0.94,MultiScale2DPermuteConcat,vertebra
s0210_femur_left_msk,0.94,0.9,2.83,0.84,MultiScale2DPermuteConcat,femur
s1016_hip_msk,0.85,0.87,3.61,0.41,UNet,hip
sub-verse152_vert-22-seg-vert_msk,0.87,0.66,2.0,0.88,UNETR,vertebra
s0210_femur_left_msk,0.92,1.09,3.32,0.78,TLPredictor,femur
s0095_rib_msk,0.26,2.2,16.97,0.27,OneDConcat,rib
s1016_hip_msk,0.85,0.88,3.0,0.44,SwinUNETR,hip
s0095_rib_msk,0.37,2.07,6.16,0.38,TwoDPermuteConcat,rib
s0210_femur_left_msk,0.94,0.84,2.45,0.88,AttentionUnet,femur
s1016_hip_msk,0.73,1.41,4.9,0.25,TLPredictor,hip
sub-verse152_vert-22-seg-vert_msk,0.86,0.76,2.0,0.88,TLPredictor,vertebra
s0592_hip_msk,0.77,1.3,4.12,0.37,TLPredictor,hip
s0210_femur_right_msk,0.9,1.36,5.0,0.64,SwinUNETR,femur
s1380_rib_msk,0.6,0.68,4.24,0.59,SwinUNETR,rib
sub-verse152_vert-23-seg-vert_msk,0.86,0.82,2.0,0.87,UNet,vertebra
s0592_hip_msk,0.84,0.89,3.0,0.5,MultiScale2DPermuteConcat,hip
s1380_rib_msk,0.42,1.19,5.25,0.44,UNETR,rib
s0210_femur_right_msk,0.83,3.13,8.66,0.44,TLPredictor,femur
sub-verse152_vert-23-seg-vert_msk,0.86,0.82,2.24,0.85,MultiScale2DPermuteConcat,vertebra
s0210_femur_right_msk,0.91,1.13,4.12,0.72,UNet,femur
s1380_rib_msk,0.58,0.65,3.46,0.6,AttentionUnet,rib
sub-verse152_vert-23-seg-vert_msk,0.87,0.77,2.0,0.92,UNETR,vertebra
s0592_hip_msk,0.81,1.28,4.24,0.47,UNETR,hip
s0210_femur_right_msk,0.93,0.95,3.61,0.77,TwoDPermuteConcat,femur
s0592_hip_msk,0.84,0.88,2.45,0.52,AttentionUnet,hip
s1380_rib_msk,0.52,0.99,5.74,0.54,MultiScale2DPermuteConcat,rib
sub-verse152_vert-23-seg-vert_msk,0.83,0.95,2.83,0.79,OneDConcat,vertebra
s0210_femur_right_msk,0.86,1.97,6.32,0.56,UNETR,femur
sub-verse152_vert-23-seg-vert_msk,0.88,0.68,1.73,0.9,TwoDPermuteConcat,vertebra
s1380_rib_msk,0.53,1.03,3.74,0.56,TwoDPermuteConcat,rib
s0592_hip_msk,0.85,0.83,2.83,0.55,SwinUNETR,hip
s1380_rib_msk,0.3,1.45,18.41,0.31,OneDConcat,rib
s0210_femur_right_msk,0.8,2.79,8.77,0.36,OneDConcat,femur
s0592_hip_msk,0.8,1.08,3.0,0.39,OneDConcat,hip
sub-verse152_vert-23-seg-vert_msk,0.85,0.91,2.0,0.84,TLPredictor,vertebra
s1380_rib_msk,0.35,1.44,6.4,0.35,TLPredictor,rib
s0592_hip_msk,0.79,1.03,3.0,0.37,TwoDPermuteConcat,hip
s0210_femur_right_msk,0.92,1.1,3.61,0.76,AttentionUnet,femur
sub-verse152_vert-23-seg-vert_msk,0.89,0.63,1.73,0.93,AttentionUnet,vertebra
sub-verse152_vert-23-seg-vert_msk,0.88,0.67,2.0,0.92,SwinUNETR,vertebra
s0210_femur_right_msk,0.87,4.61,40.77,0.59,MultiScale2DPermuteConcat,femur
s1380_rib_msk,0.53,0.96,3.61,0.54,UNet,rib
s0592_hip_msk,0.83,1.02,3.0,0.49,UNet,hip
sub-verse152_vert-24-seg-vert_msk,0.85,0.82,2.24,0.82,TwoDPermuteConcat,vertebra
s1330_rib_msk,0.61,0.84,8.12,0.52,MultiScale2DPermuteConcat,rib
s0091_hip_msk,0.88,0.74,3.0,0.52,MultiScale2DPermuteConcat,hip
s0885_femur_left_msk,0.93,0.93,4.24,0.8,SwinUNETR,femur
sub-verse152_vert-24-seg-vert_msk,0.83,0.95,2.83,0.8,UNETR,vertebra
s0091_hip_msk,0.84,0.89,3.0,0.44,UNETR,hip
s1330_rib_msk,0.61,0.82,2.45,0.51,TwoDPermuteConcat,rib
s0885_femur_left_msk,0.94,0.93,3.74,0.82,MultiScale2DPermuteConcat,femur
s0885_femur_left_msk,0.92,1.08,5.0,0.77,UNet,femur
s0091_hip_msk,0.88,0.72,2.24,0.54,SwinUNETR,hip
sub-verse152_vert-24-seg-vert_msk,0.85,0.78,2.45,0.81,SwinUNETR,vertebra
s1330_rib_msk,0.37,1.53,5.0,0.34,TLPredictor,rib
sub-verse152_vert-24-seg-vert_msk,0.8,0.98,3.32,0.72,MultiScale2DPermuteConcat,vertebra
s0885_femur_left_msk,0.92,1.17,5.1,0.74,TwoDPermuteConcat,femur
s0091_hip_msk,0.84,0.89,3.61,0.43,OneDConcat,hip
s1330_rib_msk,0.56,0.95,2.45,0.47,UNet,rib
sub-verse152_vert-24-seg-vert_msk,0.8,1.05,3.0,0.7,TLPredictor,vertebra
s0885_femur_left_msk,0.9,1.43,4.58,0.62,OneDConcat,femur
s0091_hip_msk,0.86,0.83,2.83,0.46,TwoDPermuteConcat,hip
s1330_rib_msk,0.64,0.7,2.45,0.56,AttentionUnet,rib
sub-verse152_vert-24-seg-vert_msk,0.86,0.7,2.24,0.84,AttentionUnet,vertebra
s1330_rib_msk,0.6,0.78,4.69,0.49,SwinUNETR,rib
s0091_hip_msk,0.88,0.69,2.24,0.55,AttentionUnet,hip
s0885_femur_left_msk,0.9,1.38,5.1,0.67,TLPredictor,femur
sub-verse152_vert-24-seg-vert_msk,0.83,0.91,3.0,0.76,UNet,vertebra
s0885_femur_left_msk,0.92,1.13,4.12,0.76,UNETR,femur
s1330_rib_msk,0.42,1.31,9.95,0.34,UNETR,rib
s0091_hip_msk,0.88,0.75,3.16,0.5,UNet,hip
sub-verse152_vert-24-seg-vert_msk,0.8,1.14,2.83,0.68,OneDConcat,vertebra
s1330_rib_msk,0.36,1.61,14.35,0.31,OneDConcat,rib
s0885_femur_left_msk,0.93,0.98,4.0,0.81,AttentionUnet,femur
s0091_hip_msk,0.84,0.98,3.46,0.43,TLPredictor,hip
s0386_rib_msk,0.02,18.78,35.94,0.12,TLPredictor,rib
s0885_femur_right_msk,0.93,0.95,3.32,0.81,MultiScale2DPermuteConcat,femur
s1336_hip_msk,0.9,0.54,2.0,0.65,AttentionUnet,hip
sub-verse068_vert-16-seg-vert_msk,0.85,0.59,2.24,0.87,AttentionUnet,vertebra
