subject-id,DSC,ASD,HD95,NSD,model,anatomy
sub-verse406_split-verse261_vert-16-seg-vert_msk,0.67,1.48,4.12,0.56,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-16-seg-vert_msk,0.71,1.52,5.1,0.66,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-16-seg-vert_msk,0.69,1.39,4.24,0.59,UNETR,vertebra
sub-verse406_split-verse261_vert-16-seg-vert_msk,0.67,1.44,4.12,0.54,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-17-seg-vert_msk,0.32,5.58,12.85,0.35,UNETR,vertebra
sub-verse406_split-verse261_vert-17-seg-vert_msk,0.29,5.88,13.75,0.4,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-17-seg-vert_msk,0.3,5.41,12.08,0.31,TLPredictor,vertebra
sub-verse406_split-verse261_vert-17-seg-vert_msk,0.29,5.53,14.35,0.37,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-17-seg-vert_msk,0.27,6.38,16.94,0.37,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-17-seg-vert_msk,0.3,5.83,13.89,0.34,UNet,vertebra
sub-verse406_split-verse261_vert-17-seg-vert_msk,0.38,3.3,11.55,0.41,OneDConcat,vertebra
sub-verse406_split-verse261_vert-17-seg-vert_msk,0.25,5.56,13.04,0.34,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-18-seg-vert_msk,0.68,1.52,7.28,0.52,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-18-seg-vert_msk,0.61,1.83,8.06,0.38,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-18-seg-vert_msk,0.61,2.11,7.28,0.5,UNETR,vertebra
sub-verse406_split-verse261_vert-18-seg-vert_msk,0.67,1.72,5.2,0.51,OneDConcat,vertebra
sub-verse406_split-verse261_vert-18-seg-vert_msk,0.65,1.78,6.4,0.48,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-18-seg-vert_msk,0.65,2.11,7.07,0.44,UNet,vertebra
sub-verse406_split-verse261_vert-18-seg-vert_msk,0.68,1.7,6.4,0.48,TLPredictor,vertebra
sub-verse406_split-verse261_vert-18-seg-vert_msk,0.66,1.87,6.4,0.54,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-19-seg-vert_msk,0.75,1.42,5.0,0.62,UNet,vertebra
sub-verse406_split-verse261_vert-19-seg-vert_msk,0.77,1.18,4.12,0.64,OneDConcat,vertebra
sub-verse406_split-verse261_vert-19-seg-vert_msk,0.72,1.21,5.66,0.55,UNETR,vertebra
sub-verse406_split-verse261_vert-19-seg-vert_msk,0.76,1.11,4.0,0.64,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-19-seg-vert_msk,0.77,1.21,6.16,0.66,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-19-seg-vert_msk,0.76,1.21,5.39,0.63,TLPredictor,vertebra
sub-verse406_split-verse261_vert-19-seg-vert_msk,0.78,1.15,4.47,0.65,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-19-seg-vert_msk,0.79,1.13,3.0,0.71,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-20-seg-vert_msk,0.82,0.9,3.16,0.74,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-20-seg-vert_msk,0.84,0.74,4.0,0.76,OneDConcat,vertebra
sub-verse406_split-verse261_vert-20-seg-vert_msk,0.79,0.98,3.61,0.66,UNETR,vertebra
sub-verse406_split-verse261_vert-20-seg-vert_msk,0.8,0.97,3.61,0.72,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-20-seg-vert_msk,0.84,0.8,3.0,0.8,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-20-seg-vert_msk,0.82,0.97,3.16,0.74,TLPredictor,vertebra
sub-verse406_split-verse261_vert-20-seg-vert_msk,0.83,0.9,2.45,0.78,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-20-seg-vert_msk,0.82,0.9,3.0,0.71,UNet,vertebra
sub-verse406_split-verse261_vert-21-seg-vert_msk,0.88,0.65,2.0,0.87,TLPredictor,vertebra
sub-verse406_split-verse261_vert-21-seg-vert_msk,0.89,0.59,1.73,0.92,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-21-seg-vert_msk,0.87,0.72,2.0,0.88,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-21-seg-vert_msk,0.88,0.64,2.0,0.89,UNETR,vertebra
sub-verse406_split-verse261_vert-21-seg-vert_msk,0.86,0.68,2.45,0.82,OneDConcat,vertebra
sub-verse406_split-verse261_vert-21-seg-vert_msk,0.88,0.63,1.73,0.9,UNet,vertebra
sub-verse406_split-verse261_vert-21-seg-vert_msk,0.9,0.55,1.73,0.91,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-21-seg-vert_msk,0.89,0.61,2.0,0.9,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-22-seg-vert_msk,0.88,0.66,2.24,0.87,TLPredictor,vertebra
sub-verse406_split-verse261_vert-22-seg-vert_msk,0.88,0.65,2.24,0.85,OneDConcat,vertebra
sub-verse406_split-verse261_vert-22-seg-vert_msk,0.9,0.57,1.73,0.92,UNETR,vertebra
sub-verse406_split-verse261_vert-22-seg-vert_msk,0.9,0.56,1.73,0.92,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-22-seg-vert_msk,0.9,0.56,2.0,0.91,UNet,vertebra
sub-verse406_split-verse261_vert-22-seg-vert_msk,0.89,0.61,2.24,0.89,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-22-seg-vert_msk,0.91,0.53,1.41,0.94,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-22-seg-vert_msk,0.89,0.57,2.0,0.9,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-23-seg-vert_msk,0.9,0.56,1.73,0.91,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-23-seg-vert_msk,0.88,0.7,2.24,0.87,UNETR,vertebra
sub-verse406_split-verse261_vert-23-seg-vert_msk,0.91,0.49,1.41,0.93,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-23-seg-vert_msk,0.87,0.7,2.24,0.82,TLPredictor,vertebra
sub-verse406_split-verse261_vert-23-seg-vert_msk,0.9,0.54,1.73,0.91,UNet,vertebra
sub-verse406_split-verse261_vert-23-seg-vert_msk,0.9,0.54,2.0,0.89,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-23-seg-vert_msk,0.87,0.71,2.45,0.85,OneDConcat,vertebra
sub-verse406_split-verse261_vert-23-seg-vert_msk,0.89,0.61,1.73,0.9,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-24-seg-vert_msk,0.9,0.59,2.0,0.9,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-24-seg-vert_msk,0.87,0.78,2.24,0.84,TLPredictor,vertebra
sub-verse406_split-verse261_vert-24-seg-vert_msk,0.9,0.59,2.0,0.9,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-24-seg-vert_msk,0.89,0.69,2.0,0.9,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-24-seg-vert_msk,0.87,0.77,2.24,0.86,OneDConcat,vertebra
sub-verse406_split-verse261_vert-24-seg-vert_msk,0.89,0.67,2.0,0.87,UNETR,vertebra
sub-verse406_split-verse261_vert-24-seg-vert_msk,0.9,0.59,1.41,0.93,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-24-seg-vert_msk,0.9,0.57,2.0,0.9,UNet,vertebra
sub-verse406_split-verse261_vert-25-seg-vert_msk,0.85,0.94,2.54,0.8,UNet,vertebra
sub-verse406_split-verse261_vert-25-seg-vert_msk,0.87,0.86,2.24,0.86,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-25-seg-vert_msk,0.83,1.09,3.0,0.77,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-25-seg-vert_msk,0.86,0.89,2.24,0.85,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-25-seg-vert_msk,0.83,1.04,2.83,0.74,TLPredictor,vertebra
sub-verse406_split-verse261_vert-25-seg-vert_msk,0.87,0.9,2.45,0.84,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-25-seg-vert_msk,0.83,1.25,3.74,0.77,OneDConcat,vertebra
sub-verse406_split-verse261_vert-25-seg-vert_msk,0.84,0.94,2.83,0.78,UNETR,vertebra
sub-verse406_split-verse261_vert-7-seg-vert_msk,0.8,0.77,2.24,0.88,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-7-seg-vert_msk,0.81,0.69,2.24,0.83,UNet,vertebra
sub-verse406_split-verse261_vert-7-seg-vert_msk,0.82,0.72,1.73,0.93,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-7-seg-vert_msk,0.77,0.77,2.24,0.81,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-7-seg-vert_msk,0.76,0.73,3.0,0.81,UNETR,vertebra
sub-verse406_split-verse261_vert-7-seg-vert_msk,0.78,0.77,2.24,0.86,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-7-seg-vert_msk,0.75,0.94,3.74,0.72,TLPredictor,vertebra
sub-verse406_split-verse261_vert-7-seg-vert_msk,0.74,0.96,3.0,0.82,OneDConcat,vertebra
sub-verse406_split-verse261_vert-8-seg-vert_msk,0.79,0.82,2.83,0.8,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-8-seg-vert_msk,0.76,0.87,3.0,0.73,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-8-seg-vert_msk,0.75,0.86,3.61,0.7,OneDConcat,vertebra
sub-verse406_split-verse261_vert-8-seg-vert_msk,0.72,1.09,3.36,0.64,TLPredictor,vertebra
sub-verse406_split-verse261_vert-8-seg-vert_msk,0.78,0.75,2.83,0.77,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-8-seg-vert_msk,0.77,0.82,3.0,0.73,UNet,vertebra
sub-verse406_split-verse261_vert-8-seg-vert_msk,0.76,1.0,3.0,0.77,UNETR,vertebra
sub-verse406_split-verse261_vert-8-seg-vert_msk,0.76,0.85,3.0,0.74,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-9-seg-vert_msk,0.74,0.99,4.9,0.65,UNet,vertebra
sub-verse406_split-verse261_vert-9-seg-vert_msk,0.73,1.06,5.0,0.66,UNETR,vertebra
sub-verse406_split-verse261_vert-9-seg-vert_msk,0.76,1.22,3.61,0.74,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-9-seg-vert_msk,0.68,1.3,3.61,0.6,TLPredictor,vertebra
sub-verse406_split-verse261_vert-9-seg-vert_msk,0.76,0.92,2.24,0.72,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-9-seg-vert_msk,0.8,0.82,2.24,0.8,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-9-seg-vert_msk,0.71,1.04,3.74,0.61,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-9-seg-vert_msk,0.65,1.43,3.74,0.56,OneDConcat,vertebra
sub-verse134_vert-20-seg-vert_msk,0.82,0.83,3.0,0.8,MultiScale2DPermuteConcat,vertebra
sub-verse134_vert-20-seg-vert_msk,0.84,0.74,2.45,0.83,UNet,vertebra
sub-verse134_vert-20-seg-vert_msk,0.85,0.71,2.0,0.87,AttentionUnet,vertebra
sub-verse134_vert-20-seg-vert_msk,0.77,1.12,3.16,0.68,TLPredictor,vertebra
sub-verse134_vert-20-seg-vert_msk,0.82,0.8,2.83,0.81,UNETR,vertebra
sub-verse134_vert-20-seg-vert_msk,0.85,0.65,2.24,0.86,SwinUNETR,vertebra
sub-verse134_vert-20-seg-vert_msk,0.84,0.72,2.24,0.85,TwoDPermuteConcat,vertebra
sub-verse134_vert-20-seg-vert_msk,0.79,0.91,3.61,0.74,OneDConcat,vertebra
sub-verse134_vert-21-seg-vert_msk,0.77,1.01,4.12,0.66,OneDConcat,vertebra
sub-verse134_vert-21-seg-vert_msk,0.8,0.89,4.12,0.71,TLPredictor,vertebra
sub-verse134_vert-21-seg-vert_msk,0.82,0.76,3.0,0.77,UNETR,vertebra
sub-verse134_vert-21-seg-vert_msk,0.85,0.69,2.24,0.85,MultiScale2DPermuteConcat,vertebra
sub-verse134_vert-21-seg-vert_msk,0.85,0.69,2.24,0.85,SwinUNETR,vertebra
sub-verse134_vert-21-seg-vert_msk,0.83,0.74,2.24,0.82,AttentionUnet,vertebra
sub-verse134_vert-21-seg-vert_msk,0.83,0.82,3.0,0.79,UNet,vertebra
sub-verse134_vert-21-seg-vert_msk,0.85,0.68,2.24,0.83,TwoDPermuteConcat,vertebra
sub-verse134_vert-22-seg-vert_msk,0.87,0.63,1.73,0.92,AttentionUnet,vertebra
sub-verse134_vert-22-seg-vert_msk,0.85,0.74,2.24,0.84,UNet,vertebra
sub-verse134_vert-22-seg-vert_msk,0.83,0.78,3.46,0.8,TLPredictor,vertebra
sub-verse134_vert-22-seg-vert_msk,0.83,0.78,3.16,0.8,OneDConcat,vertebra
sub-verse134_vert-22-seg-vert_msk,0.84,0.74,3.61,0.82,MultiScale2DPermuteConcat,vertebra
sub-verse134_vert-22-seg-vert_msk,0.84,0.7,3.0,0.8,TwoDPermuteConcat,vertebra
sub-verse134_vert-22-seg-vert_msk,0.85,0.66,3.0,0.83,SwinUNETR,vertebra
sub-verse134_vert-22-seg-vert_msk,0.83,0.74,2.24,0.84,UNETR,vertebra
sub-verse134_vert-23-seg-vert_msk,0.87,0.69,2.24,0.9,TwoDPermuteConcat,vertebra
sub-verse134_vert-23-seg-vert_msk,0.87,0.66,2.0,0.9,AttentionUnet,vertebra
sub-verse134_vert-23-seg-vert_msk,0.87,0.73,2.24,0.91,SwinUNETR,vertebra
sub-verse134_vert-23-seg-vert_msk,0.85,0.84,2.24,0.87,UNETR,vertebra
sub-verse134_vert-23-seg-vert_msk,0.86,0.73,2.0,0.9,UNet,vertebra
sub-verse134_vert-23-seg-vert_msk,0.86,0.78,2.24,0.91,MultiScale2DPermuteConcat,vertebra
sub-verse134_vert-23-seg-vert_msk,0.8,1.15,2.83,0.74,TLPredictor,vertebra
sub-verse134_vert-23-seg-vert_msk,0.86,0.77,2.0,0.9,OneDConcat,vertebra
sub-verse134_vert-24-seg-vert_msk,0.82,0.93,2.45,0.79,TLPredictor,vertebra
sub-verse134_vert-24-seg-vert_msk,0.84,0.89,2.0,0.84,UNet,vertebra
sub-verse134_vert-24-seg-vert_msk,0.85,0.78,2.24,0.86,MultiScale2DPermuteConcat,vertebra
sub-verse134_vert-24-seg-vert_msk,0.87,0.66,2.0,0.9,TwoDPermuteConcat,vertebra
sub-verse134_vert-24-seg-vert_msk,0.85,0.87,2.45,0.87,UNETR,vertebra
sub-verse134_vert-24-seg-vert_msk,0.88,0.62,1.41,0.92,AttentionUnet,vertebra
sub-verse134_vert-24-seg-vert_msk,0.89,0.59,1.41,0.94,SwinUNETR,vertebra
sub-verse134_vert-24-seg-vert_msk,0.86,0.71,2.24,0.86,OneDConcat,vertebra
sub-verse221_vert-1-seg-vert_msk,0.56,1.84,5.39,0.47,AttentionUnet,vertebra
sub-verse221_vert-1-seg-vert_msk,0.55,1.96,5.42,0.49,UNet,vertebra
sub-verse221_vert-1-seg-vert_msk,0.55,1.23,7.62,0.41,OneDConcat,vertebra
sub-verse221_vert-1-seg-vert_msk,0.55,1.17,8.17,0.41,TwoDPermuteConcat,vertebra
sub-verse221_vert-1-seg-vert_msk,0.58,1.61,6.56,0.47,TLPredictor,vertebra
sub-verse221_vert-1-seg-vert_msk,0.55,2.04,6.4,0.51,SwinUNETR,vertebra
sub-verse221_vert-1-seg-vert_msk,0.54,1.37,7.57,0.44,UNETR,vertebra
sub-verse221_vert-1-seg-vert_msk,0.47,1.21,8.06,0.41,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-2-seg-vert_msk,0.75,0.82,3.74,0.67,OneDConcat,vertebra
sub-verse221_vert-2-seg-vert_msk,0.7,1.14,6.56,0.6,UNet,vertebra
sub-verse221_vert-2-seg-vert_msk,0.65,2.07,7.73,0.62,UNETR,vertebra
sub-verse221_vert-2-seg-vert_msk,0.68,1.0,7.07,0.55,TwoDPermuteConcat,vertebra
sub-verse221_vert-2-seg-vert_msk,0.69,1.31,7.21,0.61,SwinUNETR,vertebra
sub-verse221_vert-2-seg-vert_msk,0.63,1.33,8.94,0.55,AttentionUnet,vertebra
sub-verse221_vert-2-seg-vert_msk,0.65,2.04,6.5,0.57,TLPredictor,vertebra
sub-verse221_vert-2-seg-vert_msk,0.7,1.11,4.47,0.62,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-3-seg-vert_msk,0.74,0.92,3.16,0.71,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-3-seg-vert_msk,0.74,1.3,5.92,0.79,SwinUNETR,vertebra
sub-verse221_vert-3-seg-vert_msk,0.74,1.17,4.12,0.75,AttentionUnet,vertebra
sub-verse221_vert-3-seg-vert_msk,0.7,1.27,3.16,0.66,TLPredictor,vertebra
sub-verse221_vert-3-seg-vert_msk,0.73,1.09,2.83,0.76,UNet,vertebra
sub-verse221_vert-3-seg-vert_msk,0.71,0.87,3.16,0.69,TwoDPermuteConcat,vertebra
sub-verse221_vert-3-seg-vert_msk,0.69,1.04,3.32,0.64,OneDConcat,vertebra
sub-verse221_vert-3-seg-vert_msk,0.7,1.13,3.46,0.74,UNETR,vertebra
sub-verse221_vert-4-seg-vert_msk,0.73,0.9,3.0,0.72,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-4-seg-vert_msk,0.72,1.0,3.0,0.69,UNet,vertebra
sub-verse221_vert-4-seg-vert_msk,0.71,0.78,3.46,0.66,OneDConcat,vertebra
sub-verse221_vert-4-seg-vert_msk,0.71,0.78,3.16,0.71,UNETR,vertebra
sub-verse221_vert-4-seg-vert_msk,0.73,0.75,3.16,0.72,TwoDPermuteConcat,vertebra
sub-verse221_vert-4-seg-vert_msk,0.74,0.72,3.0,0.74,SwinUNETR,vertebra
sub-verse221_vert-4-seg-vert_msk,0.73,0.78,3.61,0.71,AttentionUnet,vertebra
sub-verse221_vert-4-seg-vert_msk,0.68,1.1,3.32,0.59,TLPredictor,vertebra
sub-verse221_vert-5-seg-vert_msk,0.75,0.67,3.16,0.77,TwoDPermuteConcat,vertebra
sub-verse221_vert-5-seg-vert_msk,0.69,0.84,3.16,0.71,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-5-seg-vert_msk,0.73,0.82,3.0,0.75,AttentionUnet,vertebra
sub-verse221_vert-5-seg-vert_msk,0.67,1.11,3.16,0.63,TLPredictor,vertebra
sub-verse221_vert-5-seg-vert_msk,0.66,0.95,3.16,0.69,UNETR,vertebra
sub-verse221_vert-5-seg-vert_msk,0.71,0.79,3.16,0.75,SwinUNETR,vertebra
sub-verse221_vert-5-seg-vert_msk,0.72,1.03,3.0,0.69,UNet,vertebra
sub-verse221_vert-5-seg-vert_msk,0.67,0.88,4.12,0.68,OneDConcat,vertebra
sub-verse221_vert-6-seg-vert_msk,0.69,1.04,3.74,0.64,TLPredictor,vertebra
sub-verse221_vert-6-seg-vert_msk,0.73,0.68,3.61,0.7,TwoDPermuteConcat,vertebra
sub-verse221_vert-6-seg-vert_msk,0.69,0.77,3.61,0.68,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-6-seg-vert_msk,0.72,0.73,4.0,0.69,UNETR,vertebra
sub-verse221_vert-6-seg-vert_msk,0.74,0.69,3.32,0.74,AttentionUnet,vertebra
sub-verse221_vert-6-seg-vert_msk,0.75,0.73,3.0,0.77,SwinUNETR,vertebra
sub-verse221_vert-6-seg-vert_msk,0.74,0.79,3.74,0.71,UNet,vertebra
sub-verse221_vert-6-seg-vert_msk,0.72,0.79,3.61,0.71,OneDConcat,vertebra
sub-verse221_vert-7-seg-vert_msk,0.82,0.57,3.0,0.8,AttentionUnet,vertebra
sub-verse221_vert-7-seg-vert_msk,0.77,0.9,3.0,0.74,TLPredictor,vertebra
sub-verse221_vert-7-seg-vert_msk,0.79,0.65,3.0,0.77,OneDConcat,vertebra
sub-verse221_vert-7-seg-vert_msk,0.82,0.6,2.86,0.81,SwinUNETR,vertebra
sub-verse221_vert-7-seg-vert_msk,0.77,0.66,3.16,0.73,UNETR,vertebra
sub-verse221_vert-7-seg-vert_msk,0.78,0.66,3.0,0.74,TwoDPermuteConcat,vertebra
sub-verse221_vert-7-seg-vert_msk,0.8,0.73,2.83,0.78,UNet,vertebra
sub-verse221_vert-7-seg-vert_msk,0.77,0.68,3.32,0.73,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-8-seg-vert_msk,0.81,0.72,3.0,0.79,AttentionUnet,vertebra
sub-verse221_vert-8-seg-vert_msk,0.77,0.98,2.83,0.71,TLPredictor,vertebra
sub-verse221_vert-8-seg-vert_msk,0.8,0.8,3.0,0.74,UNet,vertebra
sub-verse221_vert-8-seg-vert_msk,0.77,0.86,3.61,0.72,TwoDPermuteConcat,vertebra
sub-verse221_vert-8-seg-vert_msk,0.76,0.8,4.36,0.71,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-8-seg-vert_msk,0.74,0.9,3.74,0.68,UNETR,vertebra
sub-verse221_vert-8-seg-vert_msk,0.78,0.81,3.61,0.75,SwinUNETR,vertebra
sub-verse221_vert-8-seg-vert_msk,0.79,0.85,2.45,0.73,OneDConcat,vertebra
sub-verse221_vert-9-seg-vert_msk,0.79,0.79,2.83,0.76,AttentionUnet,vertebra
sub-verse221_vert-9-seg-vert_msk,0.74,0.98,4.12,0.62,TLPredictor,vertebra
sub-verse221_vert-9-seg-vert_msk,0.77,0.79,3.32,0.7,UNETR,vertebra
sub-verse221_vert-9-seg-vert_msk,0.81,0.73,2.83,0.78,SwinUNETR,vertebra
sub-verse221_vert-9-seg-vert_msk,0.74,0.97,3.46,0.65,OneDConcat,vertebra
sub-verse221_vert-9-seg-vert_msk,0.75,0.91,3.32,0.67,MultiScale2DPermuteConcat,vertebra
sub-verse221_vert-9-seg-vert_msk,0.78,0.88,3.16,0.7,UNet,vertebra
sub-verse221_vert-9-seg-vert_msk,0.78,0.79,3.0,0.72,TwoDPermuteConcat,vertebra
sub-verse127_vert-10-seg-vert_msk,0.69,1.43,4.58,0.74,OneDConcat,vertebra
sub-verse127_vert-10-seg-vert_msk,0.77,1.01,3.0,0.85,UNETR,vertebra
sub-verse127_vert-10-seg-vert_msk,0.75,1.08,3.32,0.82,AttentionUnet,vertebra
sub-verse127_vert-10-seg-vert_msk,0.68,1.58,5.0,0.72,TLPredictor,vertebra
sub-verse127_vert-10-seg-vert_msk,0.77,0.89,2.24,0.85,MultiScale2DPermuteConcat,vertebra
sub-verse127_vert-10-seg-vert_msk,0.72,1.3,3.74,0.77,UNet,vertebra
sub-verse127_vert-10-seg-vert_msk,0.76,1.1,3.16,0.86,SwinUNETR,vertebra
sub-verse127_vert-10-seg-vert_msk,0.71,1.25,3.61,0.78,TwoDPermuteConcat,vertebra
sub-verse127_vert-11-seg-vert_msk,0.74,1.17,3.0,0.81,TLPredictor,vertebra
sub-verse127_vert-11-seg-vert_msk,0.77,0.94,2.45,0.88,TwoDPermuteConcat,vertebra
sub-verse127_vert-11-seg-vert_msk,0.73,1.23,3.28,0.81,UNet,vertebra
sub-verse127_vert-11-seg-vert_msk,0.79,0.84,2.24,0.89,MultiScale2DPermuteConcat,vertebra
sub-verse127_vert-11-seg-vert_msk,0.78,0.92,2.83,0.88,AttentionUnet,vertebra
sub-verse127_vert-11-seg-vert_msk,0.78,0.91,2.83,0.88,UNETR,vertebra
sub-verse127_vert-11-seg-vert_msk,0.75,1.03,3.0,0.84,OneDConcat,vertebra
sub-verse127_vert-11-seg-vert_msk,0.79,0.88,2.45,0.89,SwinUNETR,vertebra
sub-verse127_vert-12-seg-vert_msk,0.8,0.89,3.0,0.88,AttentionUnet,vertebra
sub-verse127_vert-12-seg-vert_msk,0.7,1.48,4.12,0.76,TLPredictor,vertebra
sub-verse127_vert-12-seg-vert_msk,0.82,0.73,2.24,0.88,MultiScale2DPermuteConcat,vertebra
sub-verse127_vert-12-seg-vert_msk,0.78,0.93,2.45,0.87,OneDConcat,vertebra
sub-verse127_vert-12-seg-vert_msk,0.75,1.12,3.0,0.82,UNet,vertebra
sub-verse127_vert-12-seg-vert_msk,0.79,0.88,2.45,0.9,TwoDPermuteConcat,vertebra
sub-verse127_vert-12-seg-vert_msk,0.79,0.89,2.83,0.88,UNETR,vertebra
sub-verse127_vert-12-seg-vert_msk,0.79,0.92,2.83,0.87,SwinUNETR,vertebra
sub-verse127_vert-13-seg-vert_msk,0.83,0.69,2.0,0.91,MultiScale2DPermuteConcat,vertebra
sub-verse127_vert-13-seg-vert_msk,0.82,0.73,2.0,0.92,SwinUNETR,vertebra
sub-verse127_vert-13-seg-vert_msk,0.8,0.86,2.24,0.86,OneDConcat,vertebra
sub-verse127_vert-13-seg-vert_msk,0.72,1.3,3.0,0.76,TLPredictor,vertebra
sub-verse127_vert-13-seg-vert_msk,0.79,0.93,2.24,0.87,UNet,vertebra
sub-verse127_vert-13-seg-vert_msk,0.87,0.56,1.41,0.96,AttentionUnet,vertebra
sub-verse127_vert-13-seg-vert_msk,0.81,0.79,2.24,0.9,TwoDPermuteConcat,vertebra
sub-verse127_vert-13-seg-vert_msk,0.79,0.82,2.24,0.86,UNETR,vertebra
sub-verse127_vert-14-seg-vert_msk,0.85,0.61,1.73,0.93,UNETR,vertebra
sub-verse127_vert-14-seg-vert_msk,0.84,0.73,2.0,0.93,UNet,vertebra
sub-verse127_vert-14-seg-vert_msk,0.78,1.0,2.45,0.85,TLPredictor,vertebra
sub-verse127_vert-14-seg-vert_msk,0.87,0.57,1.41,0.96,SwinUNETR,vertebra
sub-verse127_vert-14-seg-vert_msk,0.84,0.67,1.73,0.91,OneDConcat,vertebra
sub-verse127_vert-14-seg-vert_msk,0.85,0.61,1.41,0.94,TwoDPermuteConcat,vertebra
sub-verse127_vert-14-seg-vert_msk,0.83,0.72,2.0,0.92,MultiScale2DPermuteConcat,vertebra
sub-verse127_vert-14-seg-vert_msk,0.87,0.55,1.41,0.96,AttentionUnet,vertebra
sub-verse127_vert-15-seg-vert_msk,0.86,0.6,1.41,0.93,SwinUNETR,vertebra
sub-verse127_vert-15-seg-vert_msk,0.86,0.59,2.0,0.9,OneDConcat,vertebra
sub-verse127_vert-15-seg-vert_msk,0.84,0.64,1.73,0.9,UNETR,vertebra
sub-verse127_vert-15-seg-vert_msk,0.87,0.55,1.41,0.93,AttentionUnet,vertebra
sub-verse127_vert-15-seg-vert_msk,0.81,0.82,2.24,0.82,TLPredictor,vertebra
sub-verse127_vert-15-seg-vert_msk,0.88,0.49,1.73,0.93,TwoDPermuteConcat,vertebra
sub-verse127_vert-15-seg-vert_msk,0.83,0.72,2.0,0.88,UNet,vertebra
sub-verse127_vert-15-seg-vert_msk,0.85,0.65,1.73,0.9,MultiScale2DPermuteConcat,vertebra
sub-verse127_vert-16-seg-vert_msk,0.87,0.58,1.73,0.92,UNet,vertebra
sub-verse127_vert-16-seg-vert_msk,0.88,0.54,1.41,0.93,AttentionUnet,vertebra
sub-verse127_vert-16-seg-vert_msk,0.87,0.57,1.73,0.92,UNETR,vertebra
sub-verse127_vert-16-seg-vert_msk,0.84,0.74,2.24,0.84,TLPredictor,vertebra
sub-verse127_vert-16-seg-vert_msk,0.86,0.6,2.0,0.9,OneDConcat,vertebra
sub-verse127_vert-16-seg-vert_msk,0.88,0.57,1.41,0.94,SwinUNETR,vertebra
